경마장,경주일,년월,경주번호,등급,경주거리,출주두수,신마수,정산여부,actual_top3,m_rank_top4,r_pop_top4,m_rank_top6,r_pop_top6,overlap_1to4,m_BOX4_hit,m_BOX4_refund,m_BOX4_bet,r_BOX4_hit,r_BOX4_refund,r_BOX4_bet,m_BOX6_hit,m_BOX6_refund,m_BOX6_bet,r_BOX6_hit,r_BOX6_refund,r_BOX6_bet
부산,20240128,202401,4,혼4등급,1200.0,11,1,SETTLED,"9,10,11","3,5,10,7","3,1,9,11","3,5,10,7,1,8","3,1,9,11,6,7",1,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240128,202401,5,국4등급,1600.0,11,0,SETTLED,"8,10,11","10,6,5,3","10,6,5,2","10,6,5,3,4,1","10,6,5,2,11,4",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240128,202401,6,1등급,2000.0,11,1,SETTLED,"2,7,10","2,9,10,7","10,2,9,3","2,9,10,7,6,3","10,2,9,3,6,11",3,1,690.0,400,0,0.0,400,1,690.0,2000,0,0.0,2000
부산,20240202,202402,4,국5등급,1200.0,12,1,SETTLED,"7,9,11","11,12,4,5","11,12,7,10","11,12,4,5,6,7","11,12,7,10,8,1",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240202,202402,5,국5등급,1600.0,12,0,SETTLED,"4,9,10","11,7,12,2","9,5,7,11","11,7,12,2,1,3","9,5,7,11,6,2",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240202,202402,6,국4등급,1800.0,12,0,SETTLED,"2,5,9","5,3,12,8","9,8,3,5","5,3,12,8,10,11","9,8,3,5,12,4",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240202,202402,7,국3등급,1400.0,12,0,SETTLED,"2,4,7","12,8,10,5","4,12,2,10","12,8,10,5,2,7","4,12,2,10,5,1",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240202,202402,8,2등급,1200.0,10,0,SETTLED,"6,8,9","1,2,9,7","9,8,1,2","1,2,9,7,4,8","9,8,1,2,7,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,2250.0,2000
부산,20240204,202402,1,국6등급,1400.0,12,0,SETTLED,"3,5,11","11,5,8,7","11,5,8,3","11,5,8,7,9,6","11,5,8,3,9,7",3,0,0.0,400,1,11850.0,400,0,0.0,2000,1,11850.0,2000
부산,20240204,202402,3,국5등급,1300.0,12,0,SETTLED,"3,5,11","9,12,7,11","9,1,11,8","9,12,7,11,2,4","9,1,11,8,5,10",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240204,202402,4,혼4등급,1200.0,12,0,SETTLED,"2,4,9","11,9,3,5","11,8,10,7","11,9,3,5,1,2","11,8,10,7,9,2",1,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240204,202402,5,혼3등급,1800.0,12,0,SETTLED,"2,4,12","7,2,9,11","4,9,7,2","7,2,9,11,10,5","4,9,7,2,5,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240204,202402,6,1등급,1400.0,11,0,SETTLED,"4,10,11","11,8,10,4","11,10,6,8","11,8,10,4,6,7","11,10,6,8,7,4",3,1,1839.9999999999998,400,0,0.0,400,1,1839.9999999999998,2000,1,1839.9999999999998,2000
부산,20240216,202402,1,국6등급,1300.0,12,1,SETTLED,"3,6,8","6,1,4,11","6,1,11,4","6,1,4,11,3,7","6,1,11,4,3,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,9280.0,2000
부산,20240216,202402,2,국6등급,1600.0,12,0,SETTLED,"4,6,12","6,8,9,3","6,8,1,9","6,8,9,3,1,4","6,8,1,9,3,12",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240216,202402,3,국6등급,1400.0,12,0,SETTLED,"4,6,11","4,1,12,7","4,1,11,6","4,1,12,7,11,8","4,1,11,6,7,8",2,0,0.0,400,1,1030.0,400,0,0.0,2000,1,1030.0,2000
부산,20240216,202402,4,국5등급,1400.0,12,0,SETTLED,"4,8,12","10,4,8,12","12,10,4,8","10,4,8,12,2,6","12,10,4,8,6,2",4,1,2680.0,400,1,2680.0,400,1,2680.0,2000,1,2680.0,2000
부산,20240216,202402,5,국5등급,1200.0,12,0,SETTLED,"2,3,10","10,6,12,3","10,3,2,12","10,6,12,3,1,2","10,3,2,12,6,5",3,0,0.0,400,1,990.0,400,1,990.0,2000,1,990.0,2000
부산,20240216,202402,6,혼4등급,1800.0,12,0,SETTLED,"2,10,11","12,11,5,2","11,5,12,4","12,11,5,2,6,4","11,5,12,4,2,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240216,202402,7,국4등급,1600.0,12,0,SETTLED,"10,11,12","5,2,8,10","10,5,12,11","5,2,8,10,12,7","10,5,12,11,4,2",2,0,0.0,400,1,7609.999999999999,400,0,0.0,2000,1,7609.999999999999,2000
부산,20240216,202402,8,혼3등급,1200.0,12,0,SETTLED,"5,7,9","4,12,9,3","12,5,7,4","4,12,9,3,2,8","12,5,7,4,9,11",2,0,0.0,400,0,0.0,400,0,0.0,2000,1,11930.0,2000
부산,20240218,202402,3,국6등급,1300.0,12,1,SETTLED,"1,10,11","1,11,3,2","1,11,2,3","1,11,3,2,8,7","1,11,2,3,7,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240218,202402,4,국5등급,1600.0,12,0,SETTLED,"6,10,12","6,10,1,8","6,10,11,9","6,10,1,8,9,11","6,10,11,9,1,8",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240218,202402,6,국3등급,1800.0,12,0,SETTLED,"4,6,11","6,4,9,5","6,4,5,11","6,4,9,5,11,7","6,4,5,11,9,2",3,0,0.0,400,1,1889.9999999999998,400,1,1889.9999999999998,2000,1,1889.9999999999998,2000
부산,20240223,202402,3,국6등급,1600.0,12,1,SETTLED,"4,8,11","11,8,12,6","4,11,8,7","11,8,12,6,2,7","4,11,8,7,6,2",2,0,0.0,400,1,1090.0,400,0,0.0,2000,1,1090.0,2000
부산,20240223,202402,5,국5등급,1400.0,12,0,SETTLED,"6,8,12","7,6,12,9","7,6,9,12","7,6,12,9,10,1","7,6,9,12,1,10",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240223,202402,6,국5등급,1800.0,12,0,SETTLED,"8,9,10","7,11,12,3","7,11,2,5","7,11,12,3,8,5","7,11,2,5,12,8",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240223,202402,7,국4등급,1800.0,12,0,SETTLED,"8,10,11","7,11,8,5","8,7,11,9","7,11,8,5,9,12","8,7,11,9,10,5",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,6709.999999999999,2000
부산,20240223,202402,8,혼3등급,1400.0,12,0,SETTLED,"1,8,9","9,3,1,7","9,3,7,1","9,3,1,7,2,12","9,3,7,1,2,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,6540.000000000001,2000
부산,20240225,202402,3,국5등급,1200.0,12,0,SETTLED,"4,8,12","2,9,3,1","12,5,3,2","2,9,3,1,4,11","12,5,3,2,8,9",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240225,202402,4,혼4등급,1600.0,12,0,SETTLED,"4,9,12","12,8,6,4","12,6,4,1","12,8,6,4,10,5","12,6,4,1,11,8",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240225,202402,5,국OPEN,1400.0,9,0,SETTLED,"5,6,9","9,5,6,7","9,5,6,8","9,5,6,7,8,1","9,5,6,8,7,1",3,1,280.0,400,1,280.0,400,1,280.0,2000,1,280.0,2000
부산,20240225,202402,6,2등급,1800.0,12,0,SETTLED,"3,4,12","5,8,3,9","12,8,5,3","5,8,3,9,2,1","12,8,5,3,11,7",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240301,202403,1,국6등급,1300.0,11,1,SETTLED,"4,10,11","1,5,7,2","7,1,5,2","1,5,7,2,4,3","7,1,5,2,4,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240301,202403,2,국6등급,1400.0,11,0,SETTLED,"3,6,9","3,11,10,9","3,11,9,10","3,11,10,9,5,4","3,11,9,10,5,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240301,202403,3,국6등급,1200.0,11,1,SETTLED,"5,10,11","7,5,11,4","7,5,11,3","7,5,11,4,3,6","7,5,11,3,4,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,5620.0,2000
부산,20240301,202403,4,국5등급,1200.0,11,0,SETTLED,"7,10,11","10,4,5,3","10,5,4,8","10,4,5,3,6,9","10,5,4,8,11,7",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,3740.0,2000
부산,20240301,202403,5,국5등급,1800.0,11,0,SETTLED,"2,6,10","5,2,9,6","2,11,5,9","5,2,9,6,1,3","2,11,5,9,8,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240301,202403,6,국4등급,1600.0,11,0,SETTLED,"4,10,11","4,7,6,8","4,7,6,8","4,7,6,8,10,1","4,7,6,8,1,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240301,202403,7,혼4등급,1200.0,11,1,SETTLED,"4,9,11","6,9,7,3","9,6,7,5","6,9,7,3,11,5","9,6,7,5,11,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240301,202403,8,국3등급,1400.0,11,0,SETTLED,"4,9,11","1,7,2,5","1,7,2,5","1,7,2,5,9,8","1,7,2,5,9,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240303,202403,1,국6등급,1200.0,11,1,SETTLED,"5,6,8","6,5,10,9","5,6,10,9","6,5,10,9,8,3","5,6,10,9,11,3",4,0,0.0,400,0,0.0,400,1,1050.0,2000,0,0.0,2000
부산,20240303,202403,2,국6등급,1600.0,11,0,SETTLED,"5,7,8","1,7,5,2","1,7,5,2","1,7,5,2,8,3","1,7,5,2,3,8",4,0,0.0,400,0,0.0,400,1,1310.0,2000,1,1310.0,2000
부산,20240303,202403,3,국5등급,1400.0,11,1,SETTLED,"3,10,11","4,3,5,10","11,2,4,3","4,3,5,10,11,6","11,2,4,3,5,10",2,0,0.0,400,0,0.0,400,1,4150.0,2000,1,4150.0,2000
부산,20240303,202403,4,국5등급,1300.0,11,0,SETTLED,"3,7,11","10,4,7,9","10,4,7,3","10,4,7,9,8,3","10,4,7,3,8,9",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240303,202403,5,혼3등급,1800.0,11,0,SETTLED,"5,6,10","8,7,9,1","6,10,8,7","8,7,9,1,6,2","6,10,8,7,2,9",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240303,202403,6,1등급,1600.0,9,1,SETTLED,"6,8,9","9,6,8,7","9,6,8,7","9,6,8,7,4,2","9,6,8,7,5,2",4,1,380.0,400,1,380.0,400,1,380.0,2000,1,380.0,2000
부산,20240308,202403,3,국6등급,1300.0,12,1,SETTLED,"3,6,10","3,6,5,10","3,6,5,10","3,6,5,10,8,7","3,6,5,10,7,8",4,1,1190.0,400,1,1190.0,400,1,1190.0,2000,1,1190.0,2000
부산,20240308,202403,4,국5등급,1300.0,12,0,SETTLED,"3,7,11","3,4,9,11","3,11,9,4","3,4,9,11,1,10","3,11,9,4,10,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240308,202403,5,국5등급,1400.0,12,1,SETTLED,"1,4,9","4,12,1,6","4,1,12,6","4,12,1,6,10,9","4,1,12,6,3,9",4,0,0.0,400,0,0.0,400,1,3660.0,2000,1,3660.0,2000
부산,20240308,202403,6,혼4등급,1800.0,12,0,SETTLED,"9,11,12","3,10,12,2","10,3,12,11","3,10,12,2,11,4","10,3,12,11,6,4",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240308,202403,7,혼3등급,1200.0,12,0,SETTLED,"6,8,12","11,10,12,1","6,11,10,12","11,10,12,1,8,5","6,11,10,12,1,8",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,6130.0,2000
부산,20240308,202403,8,2등급,1400.0,11,0,SETTLED,"2,4,7","7,11,2,6","11,7,2,6","7,11,2,6,8,3","11,7,2,6,8,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240310,202403,1,국6등급,1300.0,12,1,SETTLED,"3,4,5","8,5,7,4","8,5,7,4","8,5,7,4,12,10","8,5,7,4,12,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240310,202403,2,국6등급,1600.0,11,0,SETTLED,"3,5,8","3,8,5,9","3,5,9,8","3,8,5,9,2,4","3,5,9,8,4,7",4,1,650.0,400,1,650.0,400,1,650.0,2000,1,650.0,2000
부산,20240310,202403,3,국5등급,1200.0,12,0,SETTLED,"6,8,9","12,10,5,7","12,5,8,3","12,10,5,7,4,3","12,5,8,3,7,6",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240310,202403,4,국4등급,1400.0,12,0,SETTLED,"5,9,12","10,1,12,9","10,12,1,9","10,1,12,9,5,2","10,12,1,9,5,2",4,0,0.0,400,0,0.0,400,1,18770.0,2000,1,18770.0,2000
부산,20240310,202403,5,혼OPEN,1200.0,14,0,SETTLED,"1,9,12","5,4,3,12","9,5,4,12","5,4,3,12,10,7","9,5,4,12,3,2",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240310,202403,6,국3등급,1800.0,12,0,SETTLED,"4,11,12","11,4,5,3","11,5,8,4","11,4,5,3,6,8","11,5,8,4,3,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240315,202403,3,국6등급,1300.0,12,0,SETTLED,"2,4,7","2,7,9,4","2,7,9,4","2,7,9,4,6,5","2,7,9,4,12,6",4,1,2170.0,400,1,2170.0,400,1,2170.0,2000,1,2170.0,2000
부산,20240315,202403,4,혼4등급,1400.0,9,1,SETTLED,"2,3,6","2,4,3,6","2,4,6,3","2,4,3,6,9,7","2,4,6,3,7,8",4,1,819.9999999999999,400,1,819.9999999999999,400,1,819.9999999999999,2000,1,819.9999999999999,2000
부산,20240315,202403,5,국5등급,1400.0,12,0,SETTLED,"2,7,8","7,9,5,1","7,9,5,1","7,9,5,1,4,10","7,9,5,1,2,10",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240315,202403,6,국5등급,1300.0,12,0,SETTLED,"1,3,9","3,1,8,6","3,8,1,6","3,1,8,6,11,9","3,8,1,6,9,4",4,0,0.0,400,0,0.0,400,1,2670.0,2000,1,2670.0,2000
부산,20240315,202403,7,국4등급,1800.0,12,0,SETTLED,"6,9,11","10,6,12,5","10,2,6,3","10,6,12,5,3,9","10,2,6,3,12,9",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240315,202403,8,혼3등급,1600.0,12,0,SETTLED,"1,4,10","1,12,10,8","1,12,10,8","1,12,10,8,5,2","1,12,10,8,2,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240317,202403,1,국6등급,1600.0,8,0,SETTLED,"2,5,7","5,6,7,2","5,7,3,6","5,6,7,2,3,1","5,7,3,6,8,2",3,1,2760.0,400,0,0.0,400,1,2760.0,2000,1,2760.0,2000
부산,20240317,202403,2,국5등급,1400.0,12,0,SETTLED,"4,5,8","8,7,4,1","8,11,4,7","8,7,4,1,3,9","8,11,4,7,1,5",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,2310.0,2000
부산,20240317,202403,3,국5등급,1800.0,12,0,SETTLED,"1,10,11","4,8,9,1","12,11,4,1","4,8,9,1,2,7","12,11,4,1,10,8",2,0,0.0,400,0,0.0,400,0,0.0,2000,1,18180.0,2000
부산,20240317,202403,4,국5등급,1800.0,12,1,SETTLED,"5,8,12","8,5,10,6","5,8,7,6","8,5,10,6,3,11","5,8,7,6,3,12",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,6240.0,2000
부산,20240317,202403,5,혼4등급,1600.0,12,1,SETTLED,"6,7,8","7,12,1,6","7,1,2,12","7,12,1,6,8,11","7,1,2,12,10,6",3,0,0.0,400,0,0.0,400,1,5640.0,2000,0,0.0,2000
부산,20240317,202403,6,1등급,1200.0,8,0,SETTLED,"1,6,8","7,8,6,1","7,5,8,1","7,8,6,1,2,5","7,5,8,1,6,2",3,1,1380.0,400,0,0.0,400,1,1380.0,2000,1,1380.0,2000
부산,20240322,202403,2,국6등급,1400.0,12,0,SETTLED,"2,4,8","8,9,4,6","8,9,4,2","8,9,4,6,2,3","8,9,4,2,3,6",3,0,0.0,400,1,869.9999999999999,400,1,869.9999999999999,2000,1,869.9999999999999,2000
부산,20240322,202403,3,국6등급,1300.0,12,1,SETTLED,"3,7,12","12,5,3,2","12,5,3,4","12,5,3,2,10,4","12,5,3,4,7,2",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,5700.0,2000
부산,20240322,202403,4,국5등급,1600.0,12,0,SETTLED,"3,7,12","12,2,7,9","12,2,8,11","12,2,7,9,11,6","12,2,8,11,4,7",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240322,202403,5,국5등급,1200.0,12,0,SETTLED,"1,2,7","2,10,4,11","2,1,4,11","2,10,4,11,6,12","2,1,4,11,9,7",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,7270.0,2000
부산,20240322,202403,6,혼4등급,1400.0,12,0,SETTLED,"3,5,6","3,7,6,10","3,7,4,6","3,7,6,10,11,12","3,7,4,6,10,12",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240322,202403,7,국4등급,1200.0,12,1,SETTLED,"2,5,7","1,7,4,10","1,9,7,11","1,7,4,10,6,11","1,9,7,11,10,5",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240322,202403,8,혼3등급,1800.0,12,0,SETTLED,"9,10,12","12,1,11,6","12,10,1,11","12,1,11,6,9,3","12,10,1,11,6,7",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240324,202403,2,국6등급,1600.0,9,0,SETTLED,"2,4,7","7,4,1,6","7,4,1,2","7,4,1,6,2,5","7,4,1,2,6,5",3,0,0.0,400,1,880.0000000000001,400,1,880.0000000000001,2000,1,880.0000000000001,2000
부산,20240324,202403,3,국5등급,1400.0,12,0,SETTLED,"1,3,5","12,6,4,11","12,6,4,8","12,6,4,11,8,5","12,6,4,8,1,7",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240324,202403,4,국3등급,1200.0,12,0,SETTLED,"2,4,11","8,11,10,9","11,8,10,2","8,11,10,9,2,1","11,8,10,2,4,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,2150.0,2000
부산,20240324,202403,5,국4등급,1800.0,12,0,SETTLED,"5,8,10","2,11,8,6","2,11,6,8","2,11,8,6,3,1","2,11,6,8,3,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240324,202403,6,2등급,2000.0,12,0,SETTLED,"9,10,12","5,6,2,10","5,6,10,2","5,6,2,10,11,8","5,6,10,2,8,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240329,202403,2,국6등급,1400.0,12,0,SETTLED,"4,7,9","2,6,9,4","9,2,6,4","2,6,9,4,1,10","9,2,6,4,1,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240329,202403,3,국6등급,1600.0,10,1,SETTLED,"4,7,10","7,1,6,5","7,1,5,6","7,1,6,5,3,10","7,1,5,6,10,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240329,202403,4,국5등급,1200.0,12,0,SETTLED,"4,5,10","5,4,11,1","5,4,11,9","5,4,11,1,9,2","5,4,11,9,1,2",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240329,202403,5,국5등급,1300.0,12,0,SETTLED,"3,11,12","12,7,4,1","12,3,7,6","12,7,4,1,8,3","12,3,7,6,4,11",2,0,0.0,400,0,0.0,400,0,0.0,2000,1,4350.0,2000
부산,20240329,202403,6,혼4등급,1800.0,12,0,SETTLED,"5,8,11","4,7,8,9","4,7,9,5","4,7,8,9,5,12","4,7,9,5,8,12",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240329,202403,7,국4등급,1400.0,12,0,SETTLED,"4,6,8","4,8,12,10","4,8,10,12","4,8,12,10,9,6","4,8,10,12,9,11",4,0,0.0,400,0,0.0,400,1,5360.0,2000,0,0.0,2000
부산,20240329,202403,8,2등급,1200.0,12,0,SETTLED,"3,8,11","11,1,4,5","8,11,1,7","11,1,4,5,7,9","8,11,1,7,9,2",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240331,202403,2,국6등급,1300.0,12,1,SETTLED,"4,7,12","1,12,4,2","12,1,8,3","1,12,4,2,11,3","12,1,8,3,2,4",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240331,202403,3,국5등급,1400.0,12,1,SETTLED,"3,5,12","3,12,7,1","3,5,12,7","3,12,7,1,8,5","3,5,12,7,8,4",3,0,0.0,400,1,2970.0,400,1,2970.0,2000,1,2970.0,2000
부산,20240331,202403,4,국3등급,1400.0,12,0,SETTLED,"6,9,12","12,6,5,2","12,6,1,5","12,6,5,2,1,11","12,6,1,5,11,2",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240331,202403,5,국OPEN,1600.0,16,0,SETTLED,"11,15,16","11,8,6,10","11,8,6,16","11,8,6,10,16,14","11,8,6,16,14,5",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240331,202403,6,1등급,2000.0,11,0,SETTLED,"6,7,10","6,7,5,1","6,5,7,1","6,7,5,1,8,9","6,5,7,1,10,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,1330.0,2000
부산,20240405,202404,1,국6등급,1300.0,12,1,SETTLED,"5,7,9","5,1,8,2","5,2,1,8","5,1,8,2,9,10","5,2,1,8,9,10",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240405,202404,2,국6등급,1400.0,10,0,SETTLED,"2,7,9","7,4,3,6","7,3,4,6","7,4,3,6,9,8","7,3,4,6,9,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240405,202404,3,국6등급,1600.0,12,0,SETTLED,"5,6,12","12,1,6,8","12,6,1,8","12,1,6,8,5,3","12,6,1,8,5,3",4,0,0.0,400,0,0.0,400,1,5970.0,2000,1,5970.0,2000
부산,20240405,202404,4,국5등급,1200.0,12,0,SETTLED,"8,11,12","4,9,12,11","9,4,12,11","4,9,12,11,2,7","9,4,12,11,6,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240405,202404,5,국5등급,1800.0,12,0,SETTLED,"5,9,10","10,9,7,12","10,9,12,7","10,9,7,12,5,6","10,9,12,7,6,5",4,0,0.0,400,0,0.0,400,1,22540.0,2000,1,22540.0,2000
부산,20240405,202404,6,국4등급,1800.0,12,0,SETTLED,"1,6,12","12,6,9,3","12,6,9,1","12,6,9,3,1,2","12,6,9,1,3,7",3,0,0.0,400,1,5830.0,400,1,5830.0,2000,1,5830.0,2000
부산,20240405,202404,8,혼3등급,1400.0,12,0,SETTLED,"3,6,11","11,1,9,3","11,1,9,3","11,1,9,3,4,8","11,1,9,3,4,12",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240407,202404,2,국5등급,1300.0,12,0,SETTLED,"1,2,6","7,10,4,1","7,10,4,1","7,10,4,1,2,8","7,10,4,1,6,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,1600.0,2000
부산,20240407,202404,3,국5등급,1400.0,12,0,SETTLED,"2,3,4","4,2,6,11","4,3,2,6","4,2,6,11,3,7","4,3,2,6,11,7",3,0,0.0,400,1,1660.0000000000002,400,1,1660.0000000000002,2000,1,1660.0000000000002,2000
부산,20240407,202404,4,국4등급,1400.0,12,1,SETTLED,"1,2,3","2,3,9,8","2,9,3,8","2,3,9,8,12,1","2,9,3,8,12,1",4,0,0.0,400,0,0.0,400,1,1889.9999999999998,2000,1,1889.9999999999998,2000
부산,20240407,202404,5,국OPEN,1600.0,13,0,SETTLED,"1,3,12","2,5,3,1","3,2,1,5","2,5,3,1,9,4","3,2,1,5,4,12",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,2060.0,2000
부산,20240407,202404,6,2등급,1800.0,12,0,SETTLED,"1,3,6","6,12,2,11","1,12,6,2","6,12,2,11,8,4","1,12,6,2,8,5",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240412,202404,1,국6등급,1300.0,9,0,SETTLED,"3,4,5","4,9,3,2","4,9,2,3","4,9,3,2,6,1","4,9,2,3,6,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,2710.0,2000
부산,20240412,202404,3,국5등급,1200.0,12,0,SETTLED,"3,8,12","12,8,2,10","8,12,10,1","12,8,2,10,1,11","8,12,10,1,2,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,3479.9999999999995,2000
부산,20240412,202404,4,국5등급,1400.0,12,0,SETTLED,"1,7,10","2,7,10,9","10,2,1,7","2,7,10,9,1,3","10,2,1,7,9,6",3,0,0.0,400,1,2450.0,400,1,2450.0,2000,1,2450.0,2000
부산,20240412,202404,5,혼4등급,1400.0,12,0,SETTLED,"7,10,11","4,10,11,7","11,4,10,7","4,10,11,7,2,5","11,4,10,7,2,9",4,1,2250.0,400,1,2250.0,400,1,2250.0,2000,1,2250.0,2000
부산,20240412,202404,6,국4등급,1600.0,12,0,SETTLED,"2,11,12","4,9,5,7","4,5,9,7","4,9,5,7,1,3","4,5,9,7,11,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240412,202404,7,국3등급,1800.0,12,0,SETTLED,"1,8,10","3,8,10,4","10,3,8,4","3,8,10,4,1,2","10,3,8,4,1,9",4,0,0.0,400,0,0.0,400,1,13860.0,2000,1,13860.0,2000
부산,20240412,202404,8,1등급,1400.0,12,0,SETTLED,"1,7,9","1,8,5,9","1,8,5,9","1,8,5,9,10,11","1,8,5,9,11,12",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20240414,202404,1,국6등급,1400.0,12,0,SETTLED,"8,9,10","5,10,8,9","10,5,9,8","5,10,8,9,4,11","10,5,9,8,4,11",4,1,600.0,400,1,600.0,400,1,600.0,2000,1,600.0,2000
부산,20240414,202404,2,국5등급,1300.0,12,0,SETTLED,"5,7,8","3,8,9,2","9,3,8,2","3,8,9,2,7,11","9,3,8,2,7,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,4180.0,2000
부산,20240414,202404,3,국OPEN,1200.0,12,0,SETTLED,"2,4,6","4,2,9,3","9,4,11,2","4,2,9,3,8,11","9,4,11,2,3,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,1590.0,2000
부산,20240414,202404,4,국OPEN,1600.0,10,0,SETTLED,"4,5,8","1,4,3,8","1,4,5,3","1,4,3,8,5,7","1,4,5,3,7,8",3,0,0.0,400,0,0.0,400,1,19190.0,2000,1,19190.0,2000
